Date,Customer_id,customer_name,region,country,salesperson,quantity_sold,total_price,discount_applied,order_date,order_status
2023-02-19,b74698f0-01a6-4020-9b96-64020de31a34,"Jason Jenkins","South America","Saint Kitts and Nevis","Lisa Barker",3,1299.48,9.44,2022-10-01,Canceled
2023-12-04,df682822-f918-4e59-b255-57bf3ed0d09f,"Derrick Lewis DDS",Australia,Italy,"Lawrence Daniel",8,974.96,18.96,2025-02-18,Refunded
2023-10-02,a974541b-540b-4d82-acde-ab0a0762c909,"Lori Avila",Africa,Djibouti,"Joann Rogers",2,516.84,18.45,2022-07-06,Completed
2022-12-29,da250bc5-ef74-40dd-b7a4-314e51669993,"Tabitha Lee",Africa,Congo,"Michael Davenport",3,1187.22,31.72,2024-04-16,Canceled
2023-05-14,0e2b7a39-2dcd-4cf5-acd1-c3c14d012981,"Kevin Potter",Africa,Zimbabwe,"Laura Jones",6,97.5,18.2,2023-01-06,Canceled
2024-08-19,e86a94b2-cb48-41a0-bd8e-da9a3e4adb56,"Cassandra Cardenas",Africa,Yemen,"Susan Bailey DVM",9,1181.52,0,2024-02-26,Refunded
2025-02-13,0de00139-277b-40f7-9d94-8badfc40cc4b,"Kayla Valenzuela",Asia,Zimbabwe,"Timothy Moore",1,272.72,15.1,2024-05-13,Canceled
2023-11-08,9193b08d-ff33-496e-b6ce-aa50286e56d4,"Rachel Campbell","South America",Niue,"Charles Macdonald",5,1363.6,43.71,2023-10-26,Canceled
2025-02-18,6db99e8a-2698-4ebd-a087-21a21cc8e062,"Paul Trujillo","South America",Djibouti,"Christopher Lee",5,712.45,40.93,2023-11-21,Pending
2024-12-31,eb172df7-1e33-4304-865b-3d08aaa36bfb,"Jody Simmons",Australia,Dominica,"Alexis Wong",7,636.3,32.8,2025-01-22,Refunded
2023-01-19,098bb52c-6b9e-4cc9-bcf3-0521305f5c8c,"Michael Trujillo","North America","French Guiana","Brandon Sanders DDS",4,1666.04,8.43,2024-12-17,Completed
2023-07-31,4415ea77-8fb2-4180-9741-c8dbda7a5f0a,"Suzanne Garza",Africa,Egypt,"Deborah Johnson",7,3258.64,34.77,2022-03-26,Canceled
2024-04-10,2c150f91-e897-43bc-9194-a44e9d53f06a,"Amanda Pierce","South America","Lao People's Democratic Republic","Eric Andersen",10,3179.1,7.79,2025-02-19,Completed
2023-12-01,90a6c3ec-e99a-45ef-9ee3-0ee17931bb43,"Karen Swanson","South America",Lebanon,"Katelyn Weiss",2,10.86,17.88,2023-08-28,Refunded
2023-11-12,97f451df-1a7a-4639-a34e-3611b1c5aee2,"Tammie Arias",Europe,Nicaragua,"Zoe Hubbard",10,1836.2,2.56,2023-05-13,Canceled
2025-01-06,97f451df-1a7a-4639-a34e-3611b1c5aee2,"Tammie Arias",Europe,Nicaragua,"Maria Ross",5,1520.3,1.33,2023-05-13,Pending
2023-12-27,04998466-674c-49ab-8242-a3068e6d8c9c,"Melissa King","South America",Reunion,"John Howard",4,1723.44,39.35,2023-10-24,Pending
2022-09-06,04998466-674c-49ab-8242-a3068e6d8c9c,"Melissa King","South America",Reunion,"Benjamin Garcia",6,1369.02,15.41,2023-10-24,Pending
2024-10-18,dce18267-592f-4e28-bfff-ca26be21e5dd,"Paul Johnson",Australia,Tajikistan,"Matthew White",2,724.24,42.41,2023-09-17,Refunded
2023-04-25,d4b3ac8e-bb18-41ae-bbce-35ed6556bd04,"Laurie Dennis",Europe,Cyprus,"Joel Lee",3,1082.76,0.98,2023-07-29,Pending
2022-10-23,fef133b7-d6ea-4c2b-9ea6-ee0858b0d615,"Stephanie Gutierrez",Asia,Japan,"Angela Carr",5,1392.4,16,2022-12-08,Pending
2022-10-08,0ab640d9-0c84-48a0-a050-4c9cf6a04475,"Jordan Taylor","North America",Israel,"Edgar Gilbert",5,1437.7,49.63,2024-06-26,Pending
2024-08-21,47ed640e-d388-4c0b-ab6e-007bee2d0b99,"Andrew Jenkins",Asia,"Isle of Man","Heidi Schmidt",7,2225.37,9.98,2024-10-11,Canceled
2023-09-19,935893a7-dd1b-43bc-ad75-a0b552577f76,"Angela Smith","North America",Iran,"Daniel Trevino",8,2231.2,25.44,2023-03-11,Completed
2022-06-13,10961bb5-036b-427b-a75f-bcce640ccc28,"Lisa Diaz",Africa,"Holy See (Vatican City State)","Daniel Robinson",6,2723.28,19.49,2024-05-31,Pending
2023-02-22,5b8b6f95-149b-49a8-8af3-caa27cde0bf5,"Elizabeth Hunter","North America",Guadeloupe,"Donald Wilson",2,755.32,17.37,2023-06-28,Refunded
2023-05-24,a1b0656f-94ee-44a5-be57-171691c43903,"Scott Ochoa",Asia,Tanzania,"Jeff Santos",5,575.5,24.93,2024-07-15,Canceled
2022-04-10,a1b0656f-94ee-44a5-be57-171691c43903,"Scott Ochoa",Asia,Tanzania,"Jessica Navarro",9,3604.41,13.83,2024-07-15,Canceled
2024-01-02,47c69a66-8210-4f6d-81e3-b0ea25b46349,"Jennifer Williams","South America",Croatia,"Jennifer Frazier",1,174.01,11.78,2023-08-10,Pending
2024-04-07,010e644b-1867-40a4-9029-3f07579c5efa,"Catherine Rodriguez",Africa,Niue,"Jonathan Boone",10,4613.7,39.78,2024-01-05,Canceled
2025-02-27,bf0ef642-120b-4e3a-893b-a6e9a15b32a3,"Makayla Roth",Australia,Iran,"Michelle Robinson",2,273.52,18.45,2022-03-12,Canceled
2023-11-14,9a3003cb-51e8-4a04-8d38-1927abdf4058,"Mrs. Virginia Malone","South America",Honduras,"Jeffrey Gutierrez",1,9.66,33.75,2022-07-10,Pending
2024-01-24,a1533316-b21e-4924-8c53-ba82d6db6e44,"Anthony Johnson",Australia,"United States of America","Samantha Lewis",2,77.46,2.81,2022-03-05,Pending
2022-11-15,a1533316-b21e-4924-8c53-ba82d6db6e44,"Anthony Johnson",Australia,"United States of America","Lauren Jones",7,3419.15,19.33,2022-03-05,Canceled
2022-03-09,dd9990b9-d9e7-4692-9364-00dc1c856a1c,"Jennifer Hester",Africa,"Cook Islands","Shawn Garcia",4,1897.24,49.66,2024-12-09,Refunded
2023-06-07,282a0de9-3cb0-4dca-8620-10554de47855,"Reginald Rose",Asia,Italy,"Michael Lopez",10,2912.7,42.62,2024-09-24,Completed
2023-11-24,3e5b9104-7f35-4e5b-a9fc-5ae5f57f18e0,"Bradley Stewart",Australia,Chad,"Paul Jones",8,3185.28,29.32,2024-09-08,Refunded
2024-03-05,b6208d36-f3a8-4e97-8af1-d4913d75a9d3,"Ashley Roberts",Asia,Kiribati,"Melissa Hernandez",4,1217.64,34.72,2024-12-07,Refunded
2022-11-04,e0f1fd4c-0a2e-4c72-884f-ae51fa22eef7,"Ana Lutz","North America","Sao Tome and Principe","Steven Buchanan",10,1215.2,2.29,2024-12-15,Pending
2022-03-10,158b3a90-33ad-42d4-92cb-045cdd49b4f4,"Jason Nicholson",Africa,Iceland,"Nathan Fox",2,115.08,49.06,2024-01-21,Refunded
2023-11-13,7ba15f40-fd68-46f3-9940-cbed2e5e1acb,"Peter Mason",Africa,Japan,"Amanda Peterson",8,2161.12,20.01,2022-10-29,Canceled
2024-01-04,03f9474c-7e89-4e83-849b-6a30fcfdb3e2,"Evan Sanders",Europe,Gibraltar,"Bonnie Watson",9,781.02,32.57,2023-12-16,Canceled
2024-03-30,03f9474c-7e89-4e83-849b-6a30fcfdb3e2,"Evan Sanders",Europe,Gibraltar,"Margaret Mcgee",10,2573.7,31.71,2023-12-16,Completed
2022-12-31,dbec2703-9d05-4f5a-9e93-ac23253f7879,"Robert Gutierrez","South America",Spain,"Sean Marsh",10,2581.8,36.66,2022-06-12,Pending
2023-04-02,41d620a6-9821-420f-b955-89dd4841dd97,"Elizabeth Walls",Africa,Mozambique,"Crystal Nunez",6,2368.86,46.3,2022-08-05,Refunded
2022-12-22,24208cc5-aa9e-42e0-88da-f19e9970e41c,"Debra Short",Africa,"Turks and Caicos Islands","Scott Rivera",9,1209.42,0.25,2023-10-07,Pending
2024-10-18,dce18267-592f-4e28-bfff-ca26be21e5dd,"Paul Johnson",Australia,Tajikistan,"Matthew White",2,724.24,42.41,2024-01-05,Refunded
2022-08-26,1f5dfaf7-889e-49d3-a744-56fcd6e7b9f7,"Joshua Horton",Africa,"Kyrgyz Republic","Kara Williams",9,1103.67,20.43,2025-01-20,Pending
2025-02-26,11c79d97-8bca-4dc7-8680-1e81fff4738f,"Debra Hill","North America",Lebanon,"Michael Cervantes",2,945,1.91,2022-11-27,Refunded
2022-04-05,8c2caec3-4d66-41d4-bdea-efc672def2b3,"Heather Padilla","North America",Colombia,"Robert Burke",5,834.65,17.81,2023-09-11,Canceled
2025-01-23,5befd048-a71c-4f01-8912-805b6303fdca,"Erik Fox",Africa,Angola,"Joshua Gibbs",8,2073.44,2.79,2024-02-08,Pending
2023-11-26,fc600031-8a4f-4656-9f0f-2112121cebe7,"Matthew Key",Asia,Nepal,"Laura Rosales",1,377.58,27.4,2024-01-10,Refunded
2023-09-01,ddcedd53-5725-45f8-86a5-9577bbc764e2,"Amanda Harmon",Asia,"Antigua and Barbuda","Jonathan Weber",4,206.48,23.81,2023-06-02,Refunded
2023-10-09,35c5b63e-572a-4677-a511-7869e6991fc1,"Darin Diaz",Australia,Seychelles,"Alexandra Cummings",6,1243.14,22.77,2023-01-03,Refunded
2024-05-08,42826e80-0882-447b-88d6-3ebb0ee03b2a,"Donald Rhodes",Africa,Maldives,"Mrs. Megan Moses DVM",9,1789.92,9.98,2024-07-21,Pending
2024-05-10,a6eeb928-09a9-4379-a8ca-bdcee13ae7fa,"Dr. William Hernandez","South America",Cyprus,"Mark Craig",3,1384.41,27.78,2023-03-24,Pending
2022-03-14,db976934-7844-40a2-bdcb-8e5cb381dad9,"Billy Baldwin",Asia,Bhutan,"Maria Medina",4,1152.72,41.15,2024-05-01,Pending
2024-06-09,c42fa4a4-43b2-47ee-8087-5231212d7aa6,"Justin Ewing",Asia,Moldova,"Carolyn Johnson",3,771.06,31.69,2023-06-23,Refunded
2023-05-26,86bb4e5c-7b47-44b6-82ea-95f531989922,"Billy Case","South America",Italy,"Michael Daniels",8,2139.6,49.4,2022-09-27,Canceled
2025-01-23,bbbe4483-1982-49d1-bfc2-764e1d0df52a,"Nicholas Howard",Europe,Somalia,"Jeffrey Davis",1,101.45,38.81,2024-12-28,Refunded
2023-12-15,bbbe4483-1982-49d1-bfc2-764e1d0df52a,"Nicholas Howard",Europe,Somalia,"Jacob Thompson",1,245,12.77,2024-12-28,Canceled
2023-10-17,8b44c2e6-6d0f-4f94-a3ba-3bfdf7159a07,"Shawna Richards",Asia,"Kyrgyz Republic","Gregory Clark",3,1469.34,37.43,2023-05-31,Canceled
2022-09-07,8b44c2e6-6d0f-4f94-a3ba-3bfdf7159a07,"Shawna Richards",Asia,"Kyrgyz Republic","Matthew Reynolds",3,555,42.41,2023-05-31,Pending
2023-11-26,fc600031-8a4f-4656-9f0f-2112121cebe7,"Matthew Key",Asia,Nepal,"Laura Rosales",1,377.58,27.4,2023-12-27,Refunded
2024-10-12,0c42825e-a60b-48c2-915c-3ce70d9f2e96,"Isaac Maxwell",Asia,"Heard Island and McDonald Islands","Dean Moore",7,3232.67,13.1,2022-09-22,Completed
2022-05-18,7c3220b5-f3c2-4e93-b177-0987e676a184,"Peter Chaney",Australia,Mexico,"Miss Ashley White MD",8,2070.24,49.65,2023-07-22,Pending
2023-01-24,7c3220b5-f3c2-4e93-b177-0987e676a184,"Peter Chaney",Australia,Mexico,"Katherine Pierce",7,1825.11,29.19,2023-07-22,Canceled
2024-07-21,b35b0350-e1e7-49cc-9d47-3ecb32d77435,"Elaine Watkins","North America",Turkmenistan,"Kristen Rodgers",4,1467.48,25.98,2024-07-08,Refunded
2024-08-27,c2199fba-b0f7-49b4-bbb0-3ae977eaa0bc,"Mary Murphy DVM",Asia,"Sao Tome and Principe","Peter Noble",8,1955.68,9.01,2022-07-27,Refunded
2024-10-23,bfe24681-9486-4262-b505-fa7c9657cd3c,"Donald Lopez","South America",Jamaica,"Melissa Valenzuela",1,256,41.63,2024-07-07,Pending
2023-01-15,920fd78e-85e6-4e17-9bf4-4a2641338180,"Tommy Anderson",Asia,Italy,"Robert Hodges",5,1987.7,14.63,2022-10-21,Completed
2024-10-29,deefafa1-d66d-4f3a-98bf-58575f0ab0dc,"Amy Murphy","North America",Serbia,"Jessica Davis",10,4278.5,42.59,2023-02-08,Pending
2023-11-07,60d36dfc-217f-4bf4-820c-94ffe3ff36dc,"Brandon Reynolds",Asia,Malta,"Stephanie Harrison",6,723.54,7.82,2024-01-30,Pending
2022-07-14,b837961a-09c2-40f3-af5e-84914d6ccede,"Vanessa Lynch","North America",Poland,"Jeff Cisneros",5,2120.15,38.69,2023-09-11,Completed
2023-03-04,a9e91c98-41f8-43bf-b5c6-83ea561f7b8d,"Walter Nielsen",Africa,Tunisia,"Sarah Long",5,941.95,49.59,2024-11-28,Canceled
2024-11-01,b43db2fa-2b5d-4982-ba64-88d011f34e63,"Leslie Hall",Asia,Namibia,"William Jones",10,3692.1,42.44,2024-09-09,Completed
2022-03-22,5c085cc6-8c00-4f42-a322-998cdc113755,"James Gutierrez",Australia,"Cote d'Ivoire","Erin Robles",10,3918.4,36.8,2024-01-12,Pending
2024-03-05,b6208d36-f3a8-4e97-8af1-d4913d75a9d3,"Ashley Roberts",Asia,Kiribati,"Melissa Hernandez",4,1217.64,34.72,2024-05-14,Refunded
2024-10-02,cf0cdb17-56d0-458e-a264-74c5b98e11b2,"Susan Ayala","South America",Venezuela,"Catherine Reyes",2,62.98,4.76,2022-10-20,Completed
2022-07-13,078c88d9-879f-4617-8a45-f98127a8a33b,"Joann Cook",Europe,"Czech Republic","Shane Rhodes",10,1424.9,0.23,2024-12-18,Pending
2023-01-20,b4e7d5e2-f8ed-4978-a472-caae57c237bd,"Lisa Rivera",Africa,Guinea-Bissau,"Juan Barker",2,942.5,0.4,2025-02-17,Completed
2022-08-18,34c94806-be06-4692-9b51-19b08babf468,"Peter Jenkins","South America",Portugal,"Alan Patterson",2,510.66,29,2024-05-28,Completed
2022-07-28,34c94806-be06-4692-9b51-19b08babf468,"Peter Jenkins","South America",Portugal,"Matthew Norton",4,1717,28.83,2024-05-28,Refunded
2023-09-03,34c94806-be06-4692-9b51-19b08babf468,"Peter Jenkins","South America",Portugal,"Jessica Gonzalez",10,65.5,44.13,2024-05-28,Pending
2022-09-14,e56c72d0-3db0-4760-8512-c54a87d1d849,"Mary Gonzalez","South America","Christmas Island","Erika Gutierrez",1,263.46,49.17,2024-11-27,Canceled
2024-03-23,1b24dd1b-5ec5-4e4b-b749-d780091bd969,"William White",Australia,Samoa,"Brianna Gomez",2,752.36,12.45,2024-06-18,Refunded
2024-04-14,1b24dd1b-5ec5-4e4b-b749-d780091bd969,"William White",Australia,Samoa,"Leslie Barnes",10,696.8,46.67,2024-06-18,Refunded
2024-05-17,b34f33be-38f1-4160-b20a-167194c24885,"Jason Cowan","North America",Afghanistan,"Troy Anderson",8,726,43.33,2022-03-23,Pending
2023-04-04,0e034b90-8e87-4111-8716-3aea5c88efd5,"Cassandra Townsend",Asia,Algeria,"Sally Gonzalez",6,1613.4,22.94,2023-09-20,Canceled
2024-02-26,b7f663b3-41b0-46d7-81d4-affcc81e8a45,"Jennifer Lynch",Africa,Suriname,"Kevin Young",1,223.37,32.81,2022-09-26,Refunded
2022-06-17,6ab99ec3-9b31-4515-aa9c-3819ffe59d21,"Jennifer Johnson","North America",Bermuda,"Joanna King",10,767.5,18.53,2024-04-12,Canceled
2022-04-06,66eaa5c4-272b-4ffa-88db-c2f723d7320f,"Patricia Jones",Australia,Kiribati,"Ronald Hughes",4,827.64,32.14,2022-05-12,Pending
2022-04-07,a9400870-ecb8-4676-8441-bdbd7a337b32,"Ian Daniels",Africa,Denmark,"Brian Williams",1,475.64,17.35,2022-03-16,Canceled
2023-10-14,349abc39-975c-41b2-b92e-cf4e4fca1afc,"Brian Joseph",Europe,"Puerto Rico","Angelica Mcgee",10,577.7,26.25,2024-02-24,Refunded
2024-03-04,fc346360-773e-456e-9bd7-d08616e19f63,"Christopher Black","South America",Belarus,"Carrie Frost",1,456.58,19.56,2022-09-02,Canceled
2023-02-05,57362c0f-ad71-49c1-b150-298aed8f8154,"Amber Herman",Europe,Kuwait,"Holly May",2,489.38,33.85,2022-04-02,Completed
2022-04-05,8c2caec3-4d66-41d4-bdea-efc672def2b3,"Heather Padilla","North America",Colombia,"Robert Burke",5,834.65,17.81,2023-10-01,Canceled
2023-04-06,6cbe59e4-778c-444a-9c2f-2a0097af088d,"Jessica Baker",Australia,Macao,"Kristy Andrade",6,1764.18,29.62,2022-06-14,Completed
2022-03-29,aae5e62d-eefa-4131-afc0-139d4507aace,"Michelle Young",Europe,Algeria,"William Harris",6,1729.08,2.76,2022-07-19,Canceled
2022-03-22,5c085cc6-8c00-4f42-a322-998cdc113755,"James Gutierrez",Australia,"Cote d'Ivoire","Erin Robles",10,3918.4,36.8,2023-10-25,Pending
2022-09-01,aeb5f920-c924-402f-bd8a-715ee04e6b94,"Joe Lutz",Asia,Panama,"Keith Bell",5,355.2,24.05,2022-05-10,Pending
2024-07-08,5b3ebe33-bf1e-4052-af73-da91aec5cee0,"Christopher Rodriguez",Africa,Turkey,"Richard Sims",6,2096.22,25.97,2024-10-06,Canceled
2024-01-17,dce93718-273a-476f-98cb-83a44ca77941,"Kelly Stephens",Asia,"Isle of Man","Vanessa Roberts",5,1846.05,40.06,2023-01-08,Completed
2022-05-17,e91beb5a-1fb5-4384-855d-b078dbffa18f,"Allison Montgomery",Africa,Martinique,"Carol Deleon",2,60.76,2.24,2023-02-16,Completed
2022-10-03,d1bdc078-69e8-4ea0-a5dc-ea98a04e1080,"Blake Caldwell",Australia,Rwanda,"Mark Baldwin",9,130.86,14.42,2022-04-12,Pending
2024-07-25,8dbf613a-084a-4b4a-86d3-2036b31cae15,"Arthur Cunningham",Europe,"United States Virgin Islands","Abigail Gonzales",8,1911.12,24.31,2022-12-23,Refunded
2022-11-08,dafed183-103c-4835-985c-453d0b186dac,"Michelle Fernandez",Europe,"Holy See (Vatican City State)","Jennifer Hernandez",7,1488.2,46.79,2024-06-12,Completed
2022-05-10,dafed183-103c-4835-985c-453d0b186dac,"Michelle Fernandez",Europe,"Holy See (Vatican City State)","Rose Hayes",9,504.27,44.87,2024-06-12,Pending
2024-05-19,04653e72-d5ae-4905-9940-5e9b1c4f1d60,"Erica Harrison",Australia,Serbia,"Brian Johnson",1,26.04,37.76,2022-05-12,Pending
2024-10-27,84b9a075-daa6-4c92-b5e7-cab98d3802f7,"Terry Cooper",Australia,"French Polynesia","Shannon Werner",3,235.35,36.07,2022-05-26,Refunded
2022-09-18,03fcead7-0b97-4357-80a9-fd4cfd8a2730,"David Patterson",Asia,Burundi,"Norma Brown",5,159.55,11.37,2022-06-13,Canceled
2023-12-12,8a84ebcd-6be7-4ce5-9d33-5eec4a17c37d,"Mark Bradley",Africa,Uzbekistan,"Christian Johns",8,3935.12,10.48,2024-08-27,Completed
2022-06-13,10961bb5-036b-427b-a75f-bcce640ccc28,"Lisa Diaz",Africa,"Holy See (Vatican City State)","Daniel Robinson",6,2723.28,19.49,2023-05-11,Pending
2023-01-13,9f8f4a69-0c02-4e82-913c-497d83a75337,"Ryan Bright",Africa,Panama,"Andrew Blanchard",4,390.72,41.91,2024-09-21,Pending
2024-07-13,176b2060-2141-4121-879a-7d7e7356f0de,"Allen Taylor",Australia,Monaco,"Ryan Rose",2,976.32,15.54,2025-01-20,Pending
2024-04-30,176b2060-2141-4121-879a-7d7e7356f0de,"Allen Taylor",Australia,Monaco,"Michael Powell",6,2770.86,2.58,2025-01-20,Refunded
2023-11-19,0a6447da-4066-4903-810f-9afa77241148,"Stephanie Ramirez",Europe,Bahamas,"Casey Moore",6,830.1,2.48,2024-02-01,Completed
2024-01-03,0a6447da-4066-4903-810f-9afa77241148,"Stephanie Ramirez",Europe,Bahamas,"Michelle Glover",5,1678.4,49.04,2024-02-01,Pending
2024-04-13,50fd9dc9-8dff-4897-be3f-f2073c43431c,"Sheila Ward","North America",Jamaica,"Zachary Carr",10,3821,8.35,2022-10-12,Canceled
2023-07-03,50fd9dc9-8dff-4897-be3f-f2073c43431c,"Sheila Ward","North America",Jamaica,"Joel Lyons",8,3587.76,0,2022-10-12,Pending
2024-10-14,bb2358ea-31fd-47c1-90ac-27c99fffff68,"Mrs. Jennifer Carter",Europe,Martinique,"Michael Wood",10,1257.8,39.86,2024-12-23,Completed
2024-06-27,ca5184ee-9377-44c3-9b80-6ddab9942b4c,"Benjamin Mora",Australia,"Syrian Arab Republic","Laura Mcmahon",8,3875.12,22.4,2024-03-25,Completed
2023-12-17,926843fa-1d36-4ea3-900a-a2cb8ac40e64,"Joe Elliott","North America","American Samoa","Paula Harrison",3,907.32,17.27,2023-02-19,Canceled
2025-01-12,a7e7b681-61cf-4f90-9485-8520371b27ed,"Jose Oneal","South America",Kenya,"Russell Harvey Jr.",4,1560.56,29.79,2023-11-24,Canceled
2023-04-19,a7e7b681-61cf-4f90-9485-8520371b27ed,"Jose Oneal","South America",Kenya,"William Morgan",10,3500,18.77,2023-11-24,Refunded
2022-09-07,c60d6514-2fee-4bb6-94f2-fc97b3a5d605,"Jordan Wolfe",Australia,Mexico,"Christopher Taylor",6,2388.96,41.12,2022-11-22,Completed
2022-03-29,c60d6514-2fee-4bb6-94f2-fc97b3a5d605,"Jordan Wolfe",Australia,Mexico,"Heather Juarez",10,3317.3,13.58,2022-11-22,Pending
2023-05-31,6e0feea4-3df2-4dcd-bab2-9b07df27ac27,"Emily Martin",Asia,"Svalbard & Jan Mayen Islands","Benjamin Freeman",1,390.13,31.11,2022-09-18,Canceled
2025-01-15,6e0feea4-3df2-4dcd-bab2-9b07df27ac27,"Emily Martin",Asia,"Svalbard & Jan Mayen Islands","Lisa Nguyen",10,848.3,16.54,2022-09-18,Completed
2024-03-08,c9f488da-2017-424b-960e-efe2e9a64607,"Jeffrey Dean","North America",Eritrea,"Michael Rios",6,1726.32,45.21,2023-12-13,Canceled
2022-08-14,3a6395a2-3e66-48d1-bda6-86e464d67fb3,"Stephanie Mcknight",Australia,Martinique,"Fernando Martinez",10,829.4,20.5,2022-03-28,Completed
2022-12-05,3a6395a2-3e66-48d1-bda6-86e464d67fb3,"Stephanie Mcknight",Australia,Martinique,"Timothy West",8,3383.44,4.51,2022-03-28,Pending
2025-01-23,5befd048-a71c-4f01-8912-805b6303fdca,"Erik Fox",Africa,Angola,"Joshua Gibbs",8,2073.44,2.79,2022-10-17,Pending
2022-07-06,9cfdb8a7-a04b-431a-8a86-709bf0f0ddc4,"Erica Lowery",Asia,"Sao Tome and Principe","Megan Adams",9,2456.91,18.87,2023-01-18,Completed
2024-02-22,ce0b986e-3889-4641-bd8e-45106c10d5f0,"Zachary Henson",Africa,Lebanon,"Amy Wiley",3,763.5,25.5,2024-06-08,Canceled
2024-12-11,5879af7c-d84d-4119-bc5c-8fd6d42c1951,"Diane Knox",Asia,Colombia,"Mrs. Heidi Cunningham DVM",7,1545.74,38.44,2024-04-19,Completed
2024-03-17,5879af7c-d84d-4119-bc5c-8fd6d42c1951,"Diane Knox",Asia,Colombia,"Matthew Barnett",10,3089.7,9.08,2024-04-19,Pending
2024-04-27,54374c3e-d0f1-432b-bc24-3300963381da,"Christine Blair","North America","Svalbard & Jan Mayen Islands","Gary Lee",2,348.76,39.21,2022-11-25,Pending
2023-04-11,06fd701d-6d15-4bb9-8a04-811868f89ca9,"Ryan Powell",Africa,Finland,"Jordan Medina",7,928.62,48.73,2023-11-06,Refunded
2023-06-10,53ab586d-f992-4a5b-b604-925ac15fd3d1,"Ralph Taylor","North America",Ethiopia,"Suzanne Nguyen",5,2009.55,44.52,2023-09-09,Completed
2024-06-26,a03a09c8-1ee2-4e68-b736-a7a2185e4096,"Ryan Brown","North America","Saint Lucia","Donna Carter",9,2593.62,23.38,2023-01-26,Canceled
2023-10-26,ab2e8e0c-48e5-465c-80d1-9ce8787220b6,"Travis Smith",Australia,Guernsey,"Kevin Reed",10,3205.4,3.72,2024-07-24,Refunded
2023-02-23,37b33433-5e00-4800-bf81-02645e30a304,"Michelle Harris","South America",Korea,"James Hall",10,295.1,32.11,2024-09-08,Pending
2024-12-04,e3779640-94f3-4c43-bba8-1805c7bf4516,"Ryan Reed",Australia,Andorra,"Jonathan Hull",6,1620.84,2.46,2023-06-08,Canceled
2022-04-03,fb7cd4da-135e-46b3-a9c0-ac2d6db367a1,"Darrell Lewis","North America","American Samoa","Kimberly Wilson",3,924.3,38.45,2022-03-11,Completed
2023-10-20,054c29f7-5707-4be0-9da4-e42b67461901,"Ronald Molina",Asia,Panama,"Kevin Howard",8,3283.84,38.12,2023-02-10,Canceled
2023-01-21,82b793cb-038b-4920-9846-316b88b2d544,"Stephen Thomas","North America","French Southern Territories","Jason Smith",6,1349.28,13.66,2023-02-02,Completed
2022-06-01,e45888dd-dcb0-497d-b24e-80b07aeac23a,"Melissa Barnes",Australia,Canada,"Alex Bell",5,430.7,0,2024-11-01,Refunded
2024-02-19,2d1720ec-0587-4445-a4f3-ca8e2c37252a,"Jared Arnold","North America","Kyrgyz Republic","Jason Cooke",2,430.04,5.5,2025-01-24,Refunded
2023-11-03,13e4b37c-23e6-4770-a0e6-4c1898327e4e,"Lauren Long","South America",Japan,"Melissa Golden",8,2212.56,4.95,2024-08-30,Completed
2024-01-25,85645d0e-2632-4fdb-bcf8-0e0a5343bacf,"Tonya Lawrence",Asia,Spain,"Robert Young",4,365.68,3.43,2022-12-10,Pending
2024-11-06,623cad80-c78c-462a-ab6c-3d4ec5d38f44,"Katherine Morris",Africa,Montenegro,"Rickey Cook",7,2701.09,1.62,2023-08-14,Pending
2024-06-13,5d2e5db3-ae46-4d5f-8fdc-9e499c7c627e,"Mark Davis",Asia,"Burkina Faso","Brittany Acosta",4,1024,22.43,2024-05-24,Refunded
2024-01-22,c021b2f5-a1db-4897-b4e8-ca3713482ef0,"Lisa Thompson","South America","Falkland Islands (Malvinas)","Ian Frederick",9,1090.17,30.49,2023-06-09,Pending
2023-08-24,4326c21a-a23f-4ee5-bcf1-ed9f834b06e8,"Keith Moran",Asia,Andorra,"Alicia Bell",3,1471.89,31.46,2023-05-05,Pending
2024-03-16,4326c21a-a23f-4ee5-bcf1-ed9f834b06e8,"Keith Moran",Asia,Andorra,"Michaela Young",8,3740.72,37.2,2023-05-05,Canceled
2024-04-06,0488d749-4f2c-43e5-a20e-7467a84fb621,"Brian Levy",Asia,"Saint Pierre and Miquelon","Jonathan Carrillo",6,1137.6,27.81,2023-03-06,Canceled
2024-07-13,176b2060-2141-4121-879a-7d7e7356f0de,"Allen Taylor",Australia,Monaco,"Ryan Rose",2,976.32,15.54,2022-06-10,Pending
2024-04-30,176b2060-2141-4121-879a-7d7e7356f0de,"Allen Taylor",Australia,Monaco,"Michael Powell",6,2770.86,2.58,2022-06-10,Refunded
2022-10-16,8507eec6-7f60-4283-a6f9-bc75a68da050,"Holly Lowe",Asia,"Central African Republic","Ryan Mann",7,3088.96,40.61,2023-08-18,Refunded
2024-07-21,41519b8f-5527-4d37-b302-1b388cb408ca,"Joseph Hendrix",Europe,"Saudi Arabia","Aaron Hill",5,2447.15,15.75,2023-08-12,Refunded
2024-06-16,cfb255b4-b6ec-4ac4-a8ce-f3b820e32766,"John Turner",Africa,"United States of America","Philip Knight",1,391.1,4.89,2022-12-25,Pending
2024-12-29,96c2b6fa-e378-454f-b930-e08f20115b9f,"Chelsea Ray","North America",Serbia,"Marcus Shepard",9,2519.91,39.08,2023-06-27,Pending
2023-01-14,efa4e2e3-8141-4ab2-83e8-f108112e4267,"Robert Baldwin",Asia,Congo,"Jennifer Russell",9,4172.4,30.12,2024-06-05,Refunded
